Account Name,Industry,Employee range,State (Bill to Address) (Address),Website,Main Phone,LinkedIn Company ID,SFDC ID,Status Result
Village Super Market,Food & Beverages,5001-10000,NJ,https://www.myvillagesupermarket.com/,555555,42772080.0,0016Q00001svQ3mQAE,No clear status found
Kumquat Biosciences Inc.,Biotechnology Research,Nov-50,CA,http://Kumquatbiosciences.com,555555,28395011.0,0016Q00001svQL9QAM,No clear status found
"MTL Holdings, LLC",Manufacturing,201-500,TN,mtl-holdings.com/,+1 800-558-2162,82321674.0,0016Q000021sRpmQAE,No clear status found
Thinkhat Software Inc.,Software Development,Nov-50,NY,https://www.thinkhat.ai/,-6664,92184856.0,0016Q00001xapLsQAI,No clear status found
Savvy Sliders,Restaurants,5001-10000,MI,www.savvysliders.com,+1 904-491-5499,96067760.0,0016Q00001zG9R5QAK,No clear status found
Earth Brands,Food and Beverage Services,10-Feb,CO,earthbrands.earth/,+1 303-671-6660,76079104.0,0016Q00001zHXUpQAO,No clear status found
GROWTH CO MARKETING LLC,Advertising Services,Nov-50,IN,https://growthcomarketing.com,+1 771-240-3537,75660123.0,0016Q000026rYQiQAM,No clear status found
Aalo Atomics,Nuclear Electric Power Generation,Nov-50,TX,https://www.aalo.com/,123456789,90658467.0,0016Q000027mIuMQAU,No clear status found
"Bora Pharmaceuticals Injectables, Inc.",Pharmaceutical Manufacturing,10-Feb,DE,www.bora-corp.com/,+1 647-223-5807,,0016Q00001ssVwJQAU,No clear status found
BDP Quadrangle,Architecture and Planning,201-500,Ontario,www.bdpquadrangle.com,555555,69184085.0,0016Q00001svQbaQAE,No clear status found
General Services Corporation (GSC Apartments),Real Estate,1001-5000,VA,gscapts.com,+1 804-298-3381,75038941.0,0016Q000024UiYpQAK,No clear status found
Higgsfield Inc.,"Technology, Information and Internet",Nov-50,DE,www.higgsfield.ai,,98858845.0,0016Q000025q5C3QAI,No clear status found
One Banana,Food and Beverage Manufacturing,10001+,FL,http://www.onebananas.com,555-555-5555,68126377.0,0016Q00001xXEDbQAO,No clear status found
Qdoba Mexican Eats - Urban Eats LLC,Restaurants,Nov-50,PA,https://www.qdoba.com/,+1 480-855-0411,35645057.0,0016Q000021sxgQQAQ,No clear status found
Legacy Agencies,Insurance,10-Feb,IL,www.legacy-agencies.com,-6664,76486724.0,0016Q00001xaqlVQAQ,No clear status found
BullMont,Financial Services,Nov-50,CA,www.bullmontcapital.com/,5555555555,92882921.0,0016Q000021sTOkQAM,No clear status found
Teton Ridge,Entertainment,51-200,IL,http://www.tetonridge.com,5555555555,60112708.0,0016Q000021sZq7QAE,No clear status found
Bayside Geoscience,Mining,51-200,Ontario,www.baysidegeoscience.com,-6664,86868848.0,0016Q00001xaqoAQAQ,No clear status found
Front Range Injury Attorneys,Law Practice,10001+,CO,https://frontrangefirm.com,5555555555,86159584.0,0016Q000021sOfXQAU,No clear status found
Essentials,Information Technology & Services,201-500,CA,https://www.archwellessentials.com/,+1 818-706-1888,79404408.0,0016Q000021sYrEQAU,No clear status found
McMaster Rocketry Team,Aviation & Aerospace,Nov-50,Ontario,https://macrocketry.ca/,-6664,25057560.0,0016Q00001xaqwEQAQ,No clear status found
MVPR,Public Relations and Communications Services,Nov-50,NY,www.mvpublicrelations.com,-6664,66283907.0,0016Q00001xarGTQAY,No clear status found
Akron RubberDucks,Spectator Sports,Nov-50,OH,www.milb.com/akron,+1 330-253-5151,65417593.0,0016Q00001zH5PoQAK,No clear status found
BBDO LA,Advertising Services,51-200,CA,https://BBDOLA.com,555555,74710811.0,0016Q00001svQCSQA2,No clear status found
"NEWPARTS, INC",Wholesale Motor Vehicles and Parts,51-200,TN,www.newparts.com,,81963908.0,0016Q000024TLXIQA4,No clear status found
Freshstone Brands Inc.,Food and Beverage Manufacturing,1001-5000,Ontario,http://www.freshstonebrands.com,555-555-5555,12576511.0,0016Q00001vTfw9QAC,No clear status found
Signitives,IT Services and IT Consulting,51-200,CA,https://signitives.net,+1 530-273-0381,80069979.0,0016Q00001xYzMvQAK,No clear status found
Instrumental Group LLC,Marketing Services,10-Feb,CO,www.instrumental.net/,+1 303-945-4341,79918123.0,0016Q00001xaBKaQAM,No clear status found
"Triomics, Inc.","Technology, Information and Internet",Nov-50,CA,https://www.triomics.in/,+1 707-227-9112,75527963.0,0016Q00001suLaSQAU,No clear status found
CSI Construction Company,Construction,51-200,CO,http://www.csigc.com,555555,1503180.0,0016Q00001svQN5QAM,No clear status found
Harrington,Hospitality,10-Feb,ON,harringtonhousing.com/,+1 705-438-5153,56455331.0,0016Q000021sZsjQAE,No clear status found
Wallace Miller,Law Practice,Nov-50,IL,www.wallacemiller.com/,+1 610-279-6759,77040133.0,0016Q000021sZbDQAU,No clear status found
"Senores Pharmaceuticals, Inc.",Pharmaceutical Manufacturing,1001-5000,GA,www.senorespharma.com,+1 847-682-0721,43219399.0,0016Q00001xZ3GTQA0,No clear status found
Onspire Health Marketing,Marketing Services,51-200,NC,onspirehealthmarketing.com,,103372172.0,0016Q000028t8IkQAI,No clear status found
Data Engineer Academy,Software Development,Nov-50,WA,dataengineeracademy.com,,101116120.0,0016Q000028tGC2QAM,No clear status found
Squint,Software Development,1,CA,https://www.squint.ai/,,78409166.0,0016Q00001XP4rOQAT,No clear status found
GTMfund LLC,Venture Capital and Private Equity Principals,10-Feb,AZ,www.gtmfund.com,,70877533.0,0016Q00001ZVpBfQAL,No clear status found
Green Places,Environmental Services,10-Feb,NC,http://www.greenplaces.com,555-555-5555,72677516.0,0016Q00001W3AM7QAN,No clear status found
Adelaide,Advertising Services,Nov-50,NY,https://adelaidelift.com/,+1 612-968-9920,35687443.0,0016Q00001W3Ec7QAF,No clear status found
Leverify LLC,Wholesale,10-Feb,WA,https://www.leverify.com/,+1 425-654-0681,40676932.0,0016Q00001XLBLgQAP,No clear status found
NC Carolina Core,Sports Teams and Clubs,Nov-50,NC,https://moreinthecore.com/,+1 336-668-4556,89785073.0,0016Q000029ib8NQAQ,No clear status found
Oak Hill Country Club,Hospitality,51-200,NY,https://www.oakhillcc.com/,+1 585-586-1660,11827138.0,0016Q00001W37VPQAZ,No clear status found
Ampersand Management LLC,Venture Capital and Private Equity Principals,Nov-50,MA,www.ampersandcapital.com,+1 781-239-0700,7143405.0,0016Q00001VoAIqQAN,No clear status found
Boson AI USA Inc.,Research Services,1,CA,boson.ai,+1 408-886-9977,99060536.0,0016Q00002BTKVaQAP,No clear status found
Jbier Inc,Retail Apparel and Fashion,10-Feb,NY,https://www.jbierboutique.com/,+1 631-790-8763,67188589.0,0010d00001U4fxrAAB,No clear status found
Friendly's Restaurants,Restaurants,1001-5000,TX,https://www.friendlysrestaurants.com/,,4484114.0,0010d00001U4vpbAAB,No clear status found
Acushnet Holdings Corp.,Sporting Goods Manufacturing,5001-10000,MA,http://acushnetholdingscorp.com,,62699566.0,0016Q000026QROnQAO,No clear status found
Tulane Entertainment Business Network,Entertainment,Nov-50,LA,,,76110948.0,0016Q000028sgouQAA,No clear status found
"Shef, Inc.",Consumer Services,10-Feb,CA,https://www.shef.com/,+1 415-825-7433,35562272.0,0016Q00001WDPydQAH,No clear status found
"Bdr Solutions, LLC",IT Services and IT Consulting,Nov-50,MD,https://www.bdrsolutionsllc.com/,+1 240-638-2781,33177266.0,0016Q00001WCxIcQAL,No clear status found
SENTIENT DREAMS INC,"Technology, Information and Internet",10-Feb,NY,sentient.foundation,123456789,103208018.0,0016Q000026rsiSQAQ,No clear status found
Developmental Pathways Inc,Individual and Family Services,10-Feb,CA,https://www.dpica.com/contact-us-5/,+1 800-930-5773,8214874.0,0016Q00001W2VfYQAV,No clear status found
Viewrail,Wholesale Building Materials,Nov-50,IN,https://www.viewrail.com/,+1 866-261-8013,74699138.0,0016Q00001XNnywQAD,No clear status found
"PRO SHOP HOLDINGS, INC.",Media Production,,FL,proshop.inc,1234567890,100902717.0,0016Q000029j1wMQAQ,No clear status found
Category 10,Restaurants,201-500,TN,www.category10.com/#:~:text=Opening%20November%202024.%20Luke%20Combs%20is%20bringing%20the%20storm%20with,,104971521.0,0016Q000029iQ9VQAU,No clear status found
"Coleman Environmental Engineering, Inc.",Environmental Services,201-500,CA,http://www.colemanenv.com,,76179716.0,0016Q00002AkLPEQA3,No clear status found
"Proscore Technologies, LLC",Software Development,1,TX,proscore.ai/,,102674235.0,0016Q000028r00iQAA,No clear status found
"Genie Ai, Inc.","Technology, Information and Internet",Nov-50,ON,https://www.genieai.io/,+1 888-309-1114,90534409.0,0016Q000029iSBiQAM,No clear status found
Serotonin Inc,Advertising Services,Nov-50,DE,Serotonin.co,5555555555,71154724.0,0016Q00001XOgUqQAL,No clear status found
"FlyUSA, Inc.",Airlines and Aviation,Nov-50,FL,flyusa.com,+1 512-270-6299,68211523.0,0016Q00001ifJhGQAU,No clear status found
Dealer Alchemist,Motor Vehicle Manufacturing,Nov-50,CO,https://www.dealeralchemist.com,+1 720-792-3003,64772958.0,0016Q00001ieE7nQAE,No clear status found
Benestar Brands LLC,Food and Beverage Manufacturing,201-500,IL,www.benestarbrands.com/,+1 888-643-8267,64733426.0,0016Q00001ZXsPQQA1,No clear status found
Infinity Solar USA,Environmental Services,51-200,WA,infinitysolarusa.com,+1 425-242-6687,64736463.0,0016Q00001ZXce4QAD,No clear status found
Kelley Austin Ventures LLC,IT Services and IT Consulting,10-Feb,TX,https://www.kelleyaustin.com,+1 214-918-5134,71307730.0,0016Q00001ZXaofQAD,No clear status found
Scout Clinical,Biotechnology Research,51-200,TX,https://scoutclinical.com/,555-555-5555,64645559.0,0016Q00001bckJTQAY,No clear status found
"SIGNIA AEROSPACE HOLDINGS, INC.",Aviation and Aerospace Component Manufacturing,51-200,CO,https://signiaaerospace.com/,,81931978.0,001Kf00001557qwIAA,No clear status found
"Groundtruth Ag, Inc.",IT Services and IT Consulting,Nov-50,VA,earthoptics.com/,+1 703-239-3218,69174047.0,0016Q00001mlqq7QAA,No clear status found
"Iq Fiber, LLC",Telecommunications,51-200,FL,https://www.iqfiber.com/,+1 904-289-1000,71925540.0,0016Q00001mmviRQAQ,No clear status found
STRATEGIC MISSION CRITICAL LLC,Engineering Services,Nov-50,CA,www.smc-eng.com,,103568429.0,0016Q000029m3OiQAI,No clear status found
Beautyrightback Inc.,"Technology, Information and Internet",Nov-50,CA,www.BeautyRightBack.com,,103990753.0,0016Q000027mzpqQAA,No clear status found
Process and Data Automation LLC,Automation Machinery Manufacturing,10-Feb,PA,https://www.processanddata.com/,+1 814-866-9600,,001Kf000018SsXnIAK,No clear status found
Tern Systems,"Technology, Information and Internet",Nov-50,NJ,https://ternsystems.wixstudio.io/mysite,,88651201.0,0016Q000028sV2yQAE,No clear status found
"Flint Communications, Inc.",Marketing Services,51-200,ND,https://flint-group.com/,+1 701-237-4850,33037.0,0016Q00002AlWzbQAF,No clear status found
"Tandem Technology, Inc.",Consumer Services,1,NY,withtandem.com,+1 518-588-5102,93670294.0,0016Q000027lwXrQAI,No clear status found
The Moore,Hospitality,51-200,FL,www.mooremiami.com,,96689783.0,0016Q000029lV46QAE,No clear status found
AEGIS DIGITAL LLC,IT Services and IT Consulting,51-200,TX,www.aegisdn.com,,99208597.0,0016Q000028sC4DQAU,No clear status found
"Brazos Masonry, Inc.",Construction,10001+,TX,www.brazosmasonry.com,,3913840.0,0016Q000026po8qQAA,No clear status found
Letterhead,"Technology, Information and Internet",Nov-50,FL,http://www.tryletterhead.com,,53478919.0,0016Q00001mpc3yQAA,No clear status found
DOE-Environmental Management Minority Serving Institutions Partnership Program,Research Services,10001+,DC,https://www.srs.gov/general/srnl/msipp/index.htm,,77043381.0,0016Q00001mpgc4QAA,No clear status found
Pharmachem Innovations,Food and Beverage Manufacturing,201-500,NJ,www.pharmachem.com,,104742092.0,001Kf00001552FYIAY,No clear status found
Globe Life: Zuzick Organization,Financial Services,51-200,RI,https://zuzick.com/,+1 401-359-4692,104391151.0,001Kf0000156OK1IAM,No clear status found
